,url,title,keyword,sorter,zhihu_url,zhihu_type,zhihu_keywords,zhihu_guanzhu,zhihu_liulan,zhihu_answer
15,http://www.baidu.com/link?url=wgE8Ki9aSqq0r7rSR-qlbhus0d8IiNZGnKoeXloHAJNEvJ-vAPpjF61HUuqTK2D2MizqOOn85jFYLZ2ubEaWNq,有什么适合手工制作送给女朋友的礼物!? - 知乎,手工做什么礼物送给女友,10,https://www.zhihu.com/question/361337162,问题,"礼物,创意礼物,手工制作",12,45712,6
16,http://www.baidu.com/link?url=GMBw0iizEimbKssFOxaJcUMDCPt56orWLkBm-edpq1Qtroxzcb6FFnuyYFOJ6jm8bG4Wopr59KUnkmiXNM9a9a,"爸爸生日,有什么礼物适合送? - 知乎",爸爸生日送给他什么礼物好呢,7,https://www.zhihu.com/question/23735318?sort=created,问题,"爱,礼物,生日礼物",276,269661,29
17,http://www.baidu.com/link?url=ggc2j2bZbDA_7k29MtwI-Bd4HBzXiYNZrV-GzI5CJvhXd2lowWzitz2hvkijx2TT8j3I9KYy9N7vIhAwOXv5OkBIeJ_4AiSbcmw6R5o7k1O,"母亲节想送妈妈礼物了,送什么好? - 知乎",节日送给母亲什么礼物好,11,https://www.zhihu.com/question/322996119/answer/675662111,回答,"礼物,生日礼物,母亲节",2263,2059748,402
18,http://www.baidu.com/link?url=uuG-v2-uWlur2Pl3_-hTVYiQugEXqLf2huUo-ecJPockJ9ffg7Bjo0vhnQzS4UqhnfwfGw6XmV5xeYQ_uNjH3_,送男生什么礼物比较好呢? - 知乎,送给一般男生礼物比较好,3,https://www.zhihu.com/question/34588845,问题,"生活,礼物,男朋友,给男友送礼物,品质生活",1074,4441297,136
19,http://www.baidu.com/link?url=C8HzMBD8HVKR3CHKySya8XhrDYS1JSRytSzAOJAUF1Qfh-0_MDB86zG0NZ6V4hXpvBCagQvpbWjWvOizt_QeFq,给女生送礼物送什么比较好? - 知乎,送给同学女生最好的礼物十几元的,7,https://www.zhihu.com/question/26693586,问题,"情感,给女友送礼物,恋人相处",208,465553,50
20,http://www.baidu.com/link?url=ZueRqPRwDLgqwAhgeChL9ljq4-WKTahZs8gj-Ex4jYDz8-iwNUuLlfRybq_k2D2S3OZQ5LjoREfNWSEEqHj7u-GHGqLGnsYrZIHEPU8iAle,送给17岁女生最好的礼物是什么? - 知乎,送给同学女生最好的礼物十几元的,8,https://www.zhihu.com/question/423814846/answer/1503328127,回答,"礼物,生日礼物,给女友送礼物",4,47,2
21,http://www.baidu.com/link?url=OF66vUwf95oH6-lhMuTJcPtnkAcYshkamjhj7xdz85PQaHFfqUcThPHKPHScqXlPGk7iXcaS5w4U0xfSTrrMU_,送一个喜欢打篮球的男生什么礼物比较好? - 知乎,送给大篮球的男生什么礼物比较好,3,https://www.zhihu.com/question/68512798,问题,"礼物,心理,恋爱,暗恋,异性交往",9,17345,5
22,http://www.baidu.com/link?url=4900q-cq0b87g2WN0aPOGqHMEebc8UK_LVj46aujX6cpwS3wx32mpvPQDtltVg_2,有哪些「高颜值又实用」的礼物适合送给女生? - 知乎,送给女生实用且有意义的礼物,5,https://zhuanlan.zhihu.com/p/130351073,专栏,"创意礼物,礼物,生日礼物",0,0,0
23,http://www.baidu.com/link?url=ZcuZO-32usB-HNFIaREo_5X7V5mzu5U9F-MB2mk5rxrA1f0dKUqOfVOA4V4NOU-7R9AyziU7rxMpa1X6VZGwSa,有哪些适合送给女生的小礼物? - 知乎,送给女生实用且有意义的礼物,7,https://www.zhihu.com/question/62320444,问题,"礼物,女生,给女友送礼物,品质生活",423,735628,79
24,http://www.baidu.com/link?url=FWFukPYBih9La9pcF5u0_vS3cR8UQan2uP4t27pmZLRTMhwscSQZnNFM0eQwpIZFSTzehI5OqgDnwiOn6g5npu9D4WJfDbNxVFsHO0rKU77,有哪些有意思的礼物可以送给女朋友? - 知乎,送给女生实用且有意义的礼物,8,https://www.zhihu.com/question/28551841/answer/56127041,回答,"生活,礼物,恋爱,给女友送礼物,情人节礼物",55515,24638993,1209
25,http://www.baidu.com/link?url=3R1wX-38zHo6U7lILOVUHcuNe2zmFt0tAKg05_4CbSzqgIcRQN3RiB3QbwS9_WH9,适合送给女生的礼物清单 - 知乎,送给女生实用且有意义的礼物,10,https://zhuanlan.zhihu.com/p/115190698,专栏,,0,0,0
26,http://www.baidu.com/link?url=JZnlsRPtD2ceg1IJvLBH1PH5x8O0EBnvv3SjcXMK8mZ04wxL8Ym6R4gRpbMHF7bq0gVRbVbxV5fhXkT6a0tCsZbrDjkDZOjFoppInqRmJB7,有哪些有意思的礼物可以送给女朋友? - 知乎,送给好友的礼物有什么意思,7,https://www.zhihu.com/question/28551841/answer/394502016,回答,"生活,礼物,恋爱,给女友送礼物,情人节礼物",55515,24638993,1209
27,http://www.baidu.com/link?url=j0VeeQAFzxuOQ3h_EcXF_9mDZ0jJwPYQEjeyR5ikoPXxsRgeEHpoQBPND36ALtNl,有哪些有意思的礼物可以送给女朋友? - 知乎,送给好友的礼物有什么意思,9,https://zhuanlan.zhihu.com/p/141594685,专栏,,0,0,0
28,http://www.baidu.com/link?url=rJog734KfBKwst0JpeRrxJdn2RV4T2JhFDVy81mMamJ96Qe5J_5XA6gp9POz_g8B,"爱阅读,会阅读,是你送给孩子最好的礼物 - 知乎",送给孩子最好的礼物是阅读,2,https://zhuanlan.zhihu.com/p/84809133,专栏,"阅读,亲子阅读,阅读能力",0,0,0
29,http://www.baidu.com/link?url=_QhQzhYSvFALNYSiTmFxPcs7zHLbQ7nnkFei-1EnmEE2rp6GlOgygtnmcaddlyOtyeoJz82MQWxz500suzdfVq,给爸爸本命年礼物买什么好? - 知乎,送给父亲本命年什么礼物好呢,6,https://www.zhihu.com/question/369943739,问题,"生活,礼物,父亲,生日礼物,本命年",2,604,1
30,http://www.baidu.com/link?url=QRAeLFFLCGZLuwNtNNRFt6kcHOFX6R6TxaFbqIKlky7iMjwuhI5LUAidVcXvOLhBaaITR6pZmmLkZgIQkI0R4q,父亲本命年送什么礼物好? - 知乎,送给父亲本命年什么礼物好呢,7,https://www.zhihu.com/question/40680831,问题,礼物,7,12348,2
31,http://www.baidu.com/link?url=QOOh8MM8kbCp53N1sf4wDJH8chmyBmMKWxJ8x4Rs7NPEt6QJM0PTtt46n3p0LrrzTdpVAlLgp02OhNOyPn_PU_,有哪些适合送给老人的实用性礼物? - 知乎,送给老人什么礼物最好,3,https://www.zhihu.com/question/20910935,问题,"生活,礼物,老年人",1162,1754968,91
32,http://www.baidu.com/link?url=rIuSYJQpt6JwTPMqQcLSzmEcLTdCKnYaUhScL9Bbx-3YnqGommj_YjOynGylAfomrBeZuA6jJ6GhmHsfNDGOj_,送什么礼物给老人他们真的会很开心? - 知乎,送给老人什么礼物最好,7,https://www.zhihu.com/question/28183998,问题,"礼物,生活常识,导购类问题",2256,3108226,149
33,http://www.baidu.com/link?url=J37KSJgzyE0kkkI-UkGQ2-ETKZ-Xc3CZVM9eaM65cHqtt7eatp-T68rWwjgBLJ-HRBXHle80KZwWf6ZvQUU-E_,"过年回家,有哪些适合送给孩子的礼物? - 知乎",送给自己儿子的礼物比较好,6,https://www.zhihu.com/question/28039822,问题,"礼物,母婴,孩子,母婴用品,过年送礼",821,553873,116
34,http://www.baidu.com/link?url=GDneVJuaCMLdYyCw7pxXeO3lRZc9ocUBSiLIrH7MHhCktIB0rDK9REnSeMIEiLb5,礼物清单!送给孩子最好的礼物 - 知乎,送给自己儿子的礼物比较好,7,https://zhuanlan.zhihu.com/p/64115005,专栏,儿童教育,0,0,0
35,http://www.baidu.com/link?url=hDbbsax5OrzSsjtcBIiucWjk4yAxQsnUN36migpC35SI6-mm93OEm6qsc64Gv2yI6mirC_ZRC82RGwwl_XcN_0S08FSqkqtv-yYhqVQI2Eu,送孩子什么礼物好? - 知乎,送给自己儿子的礼物比较好,8,https://www.zhihu.com/question/22479341/answer/734986583,回答,"儿童,教育,礼物,孩子",73,151623,24
36,http://www.baidu.com/link?url=FrKPRRrgCNvVqDUZ0--9RPRUETNThvtLUcRiAVQrofud9aoSaoOdhoSoQPHxbf8d,什么才是给孩子最好的礼物 - 知乎,送给自己儿子的礼物比较好,11,https://zhuanlan.zhihu.com/p/37563067,专栏,"儿童节礼物,经典绘本,儿童教育",0,0,0
37,http://www.baidu.com/link?url=T0SlhH5_vHVrwMsyvNDK5xA5xFbQ1QYXztPIJgkfqdYpkazf_u3DOfKMouTl4QztfISuraoaliEBVEEjKESuNa,给领导送礼送什么好 ?为什么? - 知乎,送给领导纪念礼物最好,7,https://www.zhihu.com/question/25020756,问题,"礼物,送礼,职场,领导,送礼技巧",3224,2901505,120
38,http://www.baidu.com/link?url=adiQsBCQv5PQ8gH4XzDxKXyky_JjD_UOqrM8lkzQjzNfYRt5bGCD6fmJOA5L4USjjnPUl8eA03vAETJnrj_bwq,七夕送什么礼物最走心? - 知乎,七夕适合送给自己的礼物,2,https://www.zhihu.com/question/63278054,问题,"调查类问题,礼物,中国传统节日,给女友送礼物,给男友送礼物",2782,3268852,634
39,http://www.baidu.com/link?url=DLEhDWWA7SOPdBwIAzPCCjedbzFVKiZvSMxUq0UXvhBP-4UfXhQs4I_uHdwoH_zp,七夕送什么礼物?老子自己就是礼物! - 知乎,七夕适合送给自己的礼物,5,https://zhuanlan.zhihu.com/p/42343033,专栏,"情人节（Valentine's Day）,礼物,七夕",0,0,0
40,http://www.baidu.com/link?url=FeF9QRxnQybiOAum_75Sw7omGbs2jsR3cOrGr2ptiCXjta38dIXrhDrUboXzPOv8,"七夕适合送什么礼物?既浪漫又实用,最后一个绝了! - 知乎",七夕适合送给自己的礼物,6,https://zhuanlan.zhihu.com/p/77030355,专栏,"旅拍,婚纱照",0,0,0
41,http://www.baidu.com/link?url=GOwN2zVbplOud63T6sfjbYFH9dU8-p6OIRL-WpN-a0NbjeXoYOcqu1f3ng7S_ZaBOb8ZuolBJj3q5v4JES8Gha,有哪些实用且有意义的三八节礼物推荐? - 知乎,三八节送给姐姐们什么礼物合适,3,https://www.zhihu.com/question/375368748,问题,"生活,礼物,国际女性劳动节,女神节,好物推荐",951,275415,352
42,http://www.baidu.com/link?url=JUWZmNibdVmlPFQkjQmrfYj-FiZEeieBhyV1jCb-ybVzqXUp9WgYx_PoFg8PREnSSdkOp2d6JeP6ZEFqFaDdvjQdv-b8_p2DD1xSFacXxNi,送闺蜜什么手工礼物好呢? - 知乎,二年级送给闺蜜最好的手工礼物,9,https://www.zhihu.com/question/356352042/answer/923725531,回答,"礼物,手工,创意礼物",12,9167,11
43,http://www.baidu.com/link?url=8y2hC8iCGpUSktOQtvfrHdtWWNYfPgljeQL9WKP7rYrgUtmyhHCx0bLWTLZzGmCA2B1TtfVl2fxRb_ZQ3AMD0h4aerWmRrCGVqXn3kr6U_m,有什么可以送给哥哥当生日礼物的? - 知乎,什么手工是可以送给哥哥的礼物,5,https://www.zhihu.com/question/380222482/answer/1093904834,回答,"礼物,生日礼物,小男生礼物",3,2136,3
44,http://www.baidu.com/link?url=EqX64RVnpPMaV8wL-fnsFVJsz1G6au8DZJBxXa7UM6SZGp8ReavIvwLcaas9OcSWyGk7UKR5Ssi0hgDQfk26E_,儿童节该送妹妹送什么礼物呢? - 知乎,儿童节送给妹妹什么礼物,3,https://www.zhihu.com/question/398832668,问题,"礼物,生日礼物,儿童节",6,24,3
45,http://www.baidu.com/link?url=c2rvtsRHtbTY4880bFDuKIY5MDSiRUWbCRfcMYNncNfVjwlYtZht8PTm9WCoc-LBjggot38S0oMgnzcb5iLqSGi6702HknkHVEjI4_CKhLa,送给初中喜欢的男生什么礼物比较好? - 知乎,初中送给男生什么礼物好呢,8,https://www.zhihu.com/question/358116509/answer/925755175,回答,"礼物,生日礼物,给女友送礼物",0,287,1
46,http://www.baidu.com/link?url=wCOp6uuXBNAuNEnjmdOVDy8FN4CuEY2hwSnlOG8SoMIhiJLAZWVr0-CU6GiYr4rl2KtlJA7Fktd7AMlnMb4iqq,有什么可以DIY礼物送给闺蜜的? - 知乎,可以做什么礼物送给闺蜜,6,https://www.zhihu.com/question/415665734,问题,"礼物,生日礼物,给女友送礼物",2,73,1
47,http://www.baidu.com/link?url=hKLcFhr_03jHPonXkXWjYajiDJChwcxuQWLnsmOS-q9A1wC8fx6inW2GjczT2lRBSFUu_3tnpQlv06dkGX7qh_,有什么材料简单适合手工制作的送给闺蜜的礼物? - 知乎,可以做什么礼物送给闺蜜,10,https://www.zhihu.com/question/376620348,问题,"礼物,创意礼物,手工制作",4,1981,3
48,http://www.baidu.com/link?url=kfkjApPfNr7h30sGMBjOWoXOs6bMxL0016Z2YVa7A9_R2tPuaSK9RxNhW_F7LHhPXrcG18gFH_-KuNvxeWkTdK,"公司想送员工周年纪念礼物,送什么好呢? - 知乎",员工送给公司什么礼物,8,https://www.zhihu.com/question/62610234,问题,礼物,25,20384,12
49,http://www.baidu.com/link?url=nJP6qYCXdqstkNzh1kEtrTHyRv1ZOP3JxPIPbSdq_NBjXN0ZtBUiuF1km4AgyhSt,公司给员工发哪些实用的礼品呢 - 知乎,员工送给公司什么礼物,11,https://zhuanlan.zhihu.com/p/85940595,专栏,"国庆,放假",0,0,0
50,http://www.baidu.com/link?url=rMmSTomSIHO4GVvTfXxtOMiV_lUfwY4GgBioSYG3InhU37q6LW0B-RFDBlPc5f8MuUxmtOjHKObL2gxARiOw_vCuswctFELkvKm97LQ_5XK,圣诞节送女友什么礼物比较好? - 知乎,圣诞节送给女友什么礼物好,3,https://www.zhihu.com/question/301927093/answer/534498568,回答,"礼物,生日礼物,圣诞节",8,4638,5
51,http://www.baidu.com/link?url=V_8Gzf-RjRl2Bxay8y8rrwy28faeLFovmMh-ZsdUTnNBrgcqqGUvmsAb1WFI6XQXv6BBVwuXbFAHFRqIPNQYlxjYdLyNUtsn_vXJwSGVODq,圣诞节送什么礼物给女朋友? - 知乎,圣诞节送给女友礼物是什么,7,https://www.zhihu.com/question/361215733/answer/947292078,回答,"礼物,给女友送礼物,圣诞节,圣诞礼物,导购类问题",40,46949,25
52,http://www.baidu.com/link?url=8bOBdPCmH3Lr0RGqpZvJVBEHsfcSP8WNhL9n0BdUYJUUNTOx4X9TVVXq1-3dSUa2GnkpPdOmI32VYB_Nv0EyUq,"给老外送圣诞礼物,有什么推荐吗?(美国人)? - 知乎",圣诞节送给老外什么礼物比较好,10,https://www.zhihu.com/question/360835646,问题,"礼物,美国人,外国人,圣诞礼物",5,2853,2
53,http://www.baidu.com/link?url=7RsZJM71A3YcMweHIY-va4eEtJAEWP8oPIdpfCiphHSZ_VbjzG9Eycp-LVfWDBUKCv2Ks9oOorF2MeiUZKlpSa,五岁的刚上幼儿园的小男孩应该送给他什么礼物? - 知乎,应该送给刚刚幼儿园男孩的礼物,5,https://www.zhihu.com/question/268712320,问题,礼物,14,33457,12
54,http://www.baidu.com/link?url=L1bnfbQ_qzF11xQQLG0F_j47CUJ3xhC3Zuwt0ayWD47LM7cIIaHNvXgb9BA6N4_izD0xvbNgyjUjR7GjhrsVcE6aawqZZryMzjno5zsrlGi,"送给喜欢的女生的礼物她都收了,能代表她会接受我吗? - 知乎",给女生送了个礼物她又回送给我一个礼物,7,https://www.zhihu.com/question/23999649/answer/418874533,回答,追求女孩,49,69330,11
55,http://www.baidu.com/link?url=lz2DXFgrVGmS3elKZyGtvqfrabVletzXjb33haq53W6Xiwreq9GN6HDjurihT1YS9pXuTFeJtkrCeoV4ObAHaxZ0HSOWme3UJ9Qp4Z9nZmq,自己做的什么礼物适合送女生? - 知乎,自己做什么礼物送给女生,3,https://www.zhihu.com/question/410578784/answer/1407970450,回答,"礼物,生日礼物,给女友送礼物",4,130,2
56,http://www.baidu.com/link?url=KHo4uJFvHYBB-bhA9PXQxuozE6hyT1VBiRvxXCggKfMOccxCkCa-J3faHHxbGqeT,"女生礼物,送什么礼物给女生? - 知乎",自己做什么礼物送给女生,6,https://zhuanlan.zhihu.com/p/41675838,专栏,"生日礼物,礼物,女生",0,0,0
57,http://www.baidu.com/link?url=fMKMWy4OR0smcLG0q3r5EZdtQPF9DRLwxxsx19ZTCjJSRUU1jn7ItKybQDlvo5Y-FWg1_9BBZTp6lm_AhioOPq,"过年回家,有哪些适合送给孩子的礼物? - 知乎",过年送给宝宝什么礼物好,7,https://www.zhihu.com/question/28039822,问题,"礼物,母婴,孩子,母婴用品,过年送礼",821,553873,116
58,http://www.baidu.com/link?url=4_aadMimkllfEHVQNufITAPaT1-FWEFZqUZazcPc9aotxctUI_ROBJp76Q1MK_co,"过年了,给孩子「最好」的礼物是什么? - 知乎",过年送给宝宝什么礼物好,9,https://zhuanlan.zhihu.com/p/55386090,专栏,"人工智能,留守儿童,优必选科技",0,0,0
59,http://www.baidu.com/link?url=qQ1zkdpyUuLV9PBJbH1uiPOsjmoHrHKv9tm5XM4Q3qaPsQEWRoBtbNOD1xljTaOcO9cqJBH4fwZs0DmKJ66_BXE_R7w7p-mC7kVYW_NjHK-HLu0EWWL3clM6JcIiAtJa,有什么合适的送给男孩子的18岁成人礼物吗? - 知乎,送给18岁男生成年礼物应该选什么,3,https://www.zhihu.com/question/342827437/answer/803591742?utm_source=qq,回答,"礼物,生日礼物,18 岁,成人礼",48,106226,8
60,http://www.baidu.com/link?url=BY-BiTYYUhhqsPH3Dv_QiRb0fg8_DEKJ3xv6fdCcHW1S9tvAp08SidGPrkNlbpopFw_I1teuyvcyvkTZKBorCq,"想给分手的女朋友送礼物,送什么比较合适? - 知乎",送给分手的女友礼物合适,11,https://www.zhihu.com/question/40226471,问题,"分手,生日礼物",1,627,0
61,http://www.baidu.com/link?url=_xbLTcPqlNda1v_tREiOdrkVZ34lJGJ9ddZT0dNjSPwEGGByfIhh30ed4W1ZkI9s0fkvaO11ym_J8tPU8quCDURi_WfA5KjBdiY8ZaH6Tz3,给台湾朋友送什么礼物比较好? - 知乎,送给台湾小朋友什么礼物合适,5,https://www.zhihu.com/question/286937698/answer/1283406269,回答,"台湾,礼物,女生,台湾人",13,6080,8
62,http://www.baidu.com/link?url=_XsHJmdyEEPxMXFlaVOSXrZA3mVFtM77YmSw6RYIFvRW6nnt9qOcf1XhaUFut6pp,有哪些「高颜值又实用」的礼物适合送给女生? - 知乎,送给女生哪些精致实用的礼物,1,https://zhuanlan.zhihu.com/p/130351073,专栏,"创意礼物,礼物,生日礼物",0,0,0
63,http://www.baidu.com/link?url=sRiuYnE-051s-UaETrdvolVintSMQAEO6YjtMLNM-xjuYMdpwkQRyVt5BMz87mqgwHwj6_UsyYu132cilep65K,送给女生有哪些既精致又实用还可爱的礼物? - 知乎,送给女生哪些精致实用的礼物,3,https://www.zhihu.com/question/267620227,问题,礼物,9,8103,5
64,http://www.baidu.com/link?url=92QHH7kfrAud8YScmlcB_ZfA5ss61xeT2BSn9ULoMwxNHW0sU-1jV3Pn4NhmbGKfPfWjQO9Su5MUgAeA7UrhxK,性格内向的女生送什么礼物比较好? - 知乎,送给比较内向的女生什么礼物好,3,https://www.zhihu.com/question/284286202,问题,"礼物,性格",15,2315,13
65,http://www.baidu.com/link?url=JFwvFOQ6ksrxmYfvmQYt7nRVapI2qailGu2cjpSDQLOhIoEVddwXiZnVr3snEf4KgoomzVyFn-0XGwk6UTJMw_,适合送给爸爸的礼物有哪些? - 知乎,送给爸爸什么希望他什么礼物,4,https://www.zhihu.com/question/51233920,问题,"礼物,父亲,值得买,买买买",45,187389,11
66,http://www.baidu.com/link?url=PLQKGIPKyzBoAAFAdQOS_yuVknflWQzODjTLjKc9aEXFdH8DJ1SSP85yhU842RyaM4DWKKJZ_-aYCXfiUe7bWuq3qoHzhZ_YdfFphTCif6a,送给爸爸什么礼物比较好? - 知乎,送给爸爸什么希望他什么礼物,6,https://www.zhihu.com/question/423136281/answer/1496632574,回答,"礼物,送礼,生日礼物",8,1009,8
67,http://www.baidu.com/link?url=5BoJXRSNnLwDgJkMLN-pOkSZ5-G6LvXeV4z-VwllbCaAMJIuDy5oSwDGENWDPp_C0ENV85WTO7xbEKbiRWHmzQ2uzo1-_1b4FaR9KZYzG_O,送男生什么礼物比较好呢? - 知乎,送给男人什么礼物最好,4,https://www.zhihu.com/question/34588845/answer/221124114,回答,"生活,礼物,男朋友,给男友送礼物,品质生活",1074,4441297,136
68,http://www.baidu.com/link?url=5mehK0f8KBpjVeuycLO6I3IjNUocgVqlmcLbM8X3aLOJ9-fWId_OoLsezlv9r6gjqw0P8AI3c9u5eXdMvxpALa,送给男性朋友什么礼物比较好呢? - 知乎,送给男人什么礼物最好,8,https://www.zhihu.com/question/404143560,问题,"礼物,送礼,宅男,生日礼物,给女友送礼物",2,34,1
69,http://www.baidu.com/link?url=tsjgmdDm6357eoLNUpMaTYEcCLY_OrhvaDFOMUehxs4eqvgwM6igLi1twGmLGaQAUi6oYeO9b-DYSZcWnmKZea,送男生什么礼物比较好呢? - 知乎,送给男生什么礼物知乎,1,https://www.zhihu.com/question/34588845,问题,"生活,礼物,男朋友,给男友送礼物,品质生活",1074,4441297,136
70,http://www.baidu.com/link?url=HByxnoWLXFUkKrBBcgkiuwqYFwqHHSIIzq4tMz9DNZaC_R3Y9Unwp1_t3jTncJdEn66Y_UMvkVSkPNvxJ1xUgCqf-3l-T4VNw-gNb052Av3,送男生什么礼物好?求建议!? - 知乎,送给男生什么礼物知乎,2,https://www.zhihu.com/question/61118510/answer/1592003832,回答,"礼物,小男生礼物",24,12220,8
71,http://www.baidu.com/link?url=9cZfIgK1pXvfomNsTMIE4z_ZOlMWB_4Rn2nQCqaZNugkgmmJC0TOg0L8PaNlyauEOHuEhmdMZvpxnLrdmEvnL6yEj8g1k4Y0MALLGaQ5CTK,送男生什么礼物比较好。。。? - 知乎,送给男生什么礼物知乎,3,https://www.zhihu.com/question/289807876/answer/1586692131,回答,"礼物,朋友,生日,男生",10,3681,11
